Article Title,Authors,Article URL,Author Information
254: EXTRACORPOREAL MEMBRANE OXYGENATION COMPLICATED BY AN INTERRUPTED INFERIOR VENA CAVA,"Johnson, Aric1; Srour, Habib2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/254__extracorporeal_membrane_oxygenation.221.aspx,"1University of Kentucky, Lexington, KY
2Lexington, KY"
255: AIR EMBOLISM AFTER RECTAL INSUFFLATION LEADING TO CARDIAC ARREST,"Nevil, Bryan1; McSpadden, Stanley1; Woodle, Benjamin1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/255__air_embolism_after_rectal_insufflation.222.aspx,"1University of Arkansas for Medical Sciences, Little Rock, AR"
256: USE OF A PROTEKDUO CANNULA IN VARIOUS HYBRID EXTRACORPOREAL MEMBRANE OXYGENATION TECHNIQUES,"Budd, Ashley1; Shayan, Charles2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/256__use_of_a_protekduo_cannula_in_various_hybrid.223.aspx,"1McGaw Medical Center of Northwestern University, Chicago, IL
2Northwestern Memorial Hospital, Chicago, IL"
257: ECMO TO THE RESCUE OF A PATIENT WITH FAT EMBOLISM SYNDROME,"Emami, Nader1; Kapoor, Sumit2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/257__ecmo_to_the_rescue_of_a_patient_with_fat.224.aspx,"1Bronx, NY
2Montefiore Medical Center, Scarsdale, NY"
258: SEVERE PULMONARY HYPERTENSION SECONDARY TO INTRAVASCULAR LYMPHOMA,"Lodhi, Muhammad Uzair1; Sabzwari, Anam Ali1; Khan, Muhammad Arslan2; Ijaz, Hasnan1; Rehan, Mehboob2; Mahmood, Ahmed2; Khan, Muhammad3; Blank, Douglas2; Rahim, Mustafa4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/258__severe_pulmonary_hypertension_secondary_to.225.aspx,"1Raleigh General Hospital, West Virginia University, Beckley, WV
2Eastern Idaho Regional Medical Center, Idaho Falls, ID
3WellSpan Good Samaritan Hospital, Lebanon, PA
4West Virginia University School of Medicine, Morgantown, WV"
259: INCIDENCE AND CHARACTERISTICS OF PERI-INTUBATION CARDIAC ARREST IN AN ACADEMIC EMERGENCY DEPARTMENT,"Peterson, Jenna Marie1; Driver, Brian1; Dodd, Kenneth1; Robinson, Aaron1; Reardon, Robert1; Prekker, Matthew2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/259__incidence_and_characteristics_of.226.aspx,"1Hennepin Healthcare, Minneapolis, MN
2Hennepin County Medical Center, Minneapolis, MN"
260: FEASIBILITY OF POINT-OF-CARE ULTRASOUND IN ASSESSING VOLUME STATUS IN MEDICAL INTENSIVE CARE UNITS,"Belle, Tanya1; Killu, Keith1; Jayaprakash, Namita2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/260__feasibility_of_point_of_care_ultrasound_in.227.aspx,"1Henry Ford Hospital, Detroit, MI
2Detroit, MI"
261: OUTCOMES OF CARDIAC ARREST,"Malik, Ammar1; Choi, Phillip2; Sahu, Sarthak3; Zheng, Shengnan2; Vakil, Jash2; Alvarez, Melissa2; Nijhum, Tanzia2; Lee, John4; Mirable, Vincent5; Magsi, Komal6; Hameed, Asif Abdul7; Valentino, Dominic III1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/261__outcomes_of_cardiac_arrest.228.aspx,"1Mercy Catholic Medical Center, Darby, PA
2N/A
3Mercy Catholic Medical Center
4UCLA, Los Angeles
5Mercy Catholic Medical Center, Philadelphia, PA
6Stony Brook University, Stony Brook, NY
7Detroit, MI"
262: PATTERNS OF POSTMORTEM PURINES IN BLOOD AND CEREBROSPINAL FLUID AT BRAIN ISCHEMIA,"Oreshnikov, Eugene1; Oreshnikova, Svetlana1; Oreshnikov, Alexander1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/262__patterns_of_postmortem_purines_in_blood_and.229.aspx,"1Chuvash State University, Cheboksary, Chuvashia"
263: A HISTORY OF LEVOTHYROXINE NONCOMPLIANCE LEADING TO ATRIOVENTRICULAR BLOCK,"Singh, Vishal1; Patel, Kishankumar1; Sukhai, David1; Persaud, Tilisha1; George, Justin2; Santosh, Kagathur1; Lim, Frederick1; Swisher, John1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/263__a_history_of_levothyroxine_noncompliance.230.aspx,"1Brandon Regional Hospital, Brandon, FL
2Sarasota Memorial Hospital-Florida State University College of Medicine, Sarasota, FL"
264: DECREASING THE INCIDENCE OF HYPOGLYCEMIA IN POSTOPERATIVE CARDIAC SURGERY PATIENTS,"Gurnani, Payal1; Weissman, Connie1; Hall, Lillian1; Day, Elizabeth1; Tatooles, Antone1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/264__decreasing_the_incidence_of_hypoglycemia_in.231.aspx,"1Rush University Medical Center, Chicago, IL"
265: INCIDENCE AND CLINICAL SIGNIFICANCE OF ATRIAL FIBRILLATION AFTER MAJOR THORACIC SURGERY,"Patil, Namrata1; Leon, Luis De1; Jaklitsch, Michael1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/265__incidence_and_clinical_significance_of_atrial.232.aspx,"1Brigham & Women’s Hospital, Boston, MA"
266: END-STAGE HEART DISEASE: A COMPARISON OF OUTCOMES AMONG MECHANICAL CIRCULATORY SUPPORT DEVICES,"Basu, Arunabha1; Patoli, Daneel1; Tung, Avery1; Shahul, Sajid1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/266__end_stage_heart_disease__a_comparison_of.233.aspx,"1University of Chicago Medicine, Chicago, IL"
267: PREDISCHARGE DECISION TREE ANALYSIS PREDICTS 30-DAY CONGESTIVE HEART FAILURE READMISSION,"Sturts, Adam1; Slotman, Gus2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/267__predischarge_decision_tree_analysis_predicts.234.aspx,"1Inspira Health Network, Vineland, NJ
2Inspira Medical Group, Vineland, NJ"
268: POSTOPERATIVE PREVENTION OF GASTROINTESTINAL COMPLICATIONS IN CARDIAC SURGERY PATIENTS,"Shah, Ami1; Levy, Steven1; Bravo, Miguel1; Friedman, Seana1; Lin, Hung-mo1; Casey, Mairead1; O’Malley, Peggy1; Puskas, John1; Bhatt, Himani1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/268__postoperative_prevention_of_gastrointestinal.235.aspx,"1Mount Sinai St Luke’s Hospital, New York, NY"
269: IMMUNE CHECKPOINT INHIBITOR-ASSOCIATED MYOCARDITIS: A CASE REPORT,"Saeed, Mariam1; Khan, Zinobia1; Bachan, Moses1; Raju, Bindu2; Khan, Muneer3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/269__immune_checkpoint_inhibitor_associated.236.aspx,"1Bronx, NY
2N/A
3Guthrie Robert Packer Hospital, Sayre, PA"
270: A CASE OF LEFT ATRIOESOPHAGEAL FISTULA WITH SUBSEQUENT AIR EMBOLI,"Carter, Laurel1; Heckman, Alexander2; Matos, Nikki1; Sanghavi, Devang1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/270__a_case_of_left_atrioesophageal_fistula_with.237.aspx,"1Mayo Clinic, Jacksonville, FL
2Ponte Vedra Beach, FL"
271: A POSITIVE OUTCOME OF A HIGH-RISK HEPARIN INFUSION,"Pender, Kirstin1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/271__a_positive_outcome_of_a_high_risk_heparin.238.aspx,"1Emory Healthcare, Atlanta, GA"
272: PROPOFOL-INDUCED MYOCLONUS IN A PATIENT WITH SINGLETON-MERTEN SYNDROME,"Osibanjo, Oluwapelumi1; Milburn, Shawn1; Srour, Habib1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/272__propofol_induced_myoclonus_in_a_patient_with.239.aspx,"1University of Kentucky, Lexington, KY"
273: AN UNUSUAL CASE OF HETEROTOPIC PAIN ASSOCIATED WITH NON-ST ELEVATION MYOCARDIAL INFARCTION,"Kumanayaka, Dilesha1; Alam, Loba2; Norris, Matthew2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/273__an_unusual_case_of_heterotopic_pain.240.aspx,"1St. George’s University School of Medicine, Grenada, West Indies
2Overlook Medical Center, Summit, NJ"
274: NUTRITIONAL ASSESSMENT OF PATIENTS UNDERGOING LEFT VENTRICULAR ASSIST DEVICE IMPLANTATION,"Felpel, Kevin1; Palmese, Lidia2; Shapero, Mary1; Esbenshade, Jaclyn1; Urrutia, Luis3; Hamid, Syed1; Vest, Michael4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/274__nutritional_assessment_of_patients_undergoing.241.aspx,"1Christiana Care Health System, Newark, DE
2University of Delaware, Newark, DE
3Newark, DE
4Hockessin, DE"
275: HYALURONAN IS ASSOCIATED WITH REDUCED EJECTION FRACTION AFTER ACUTE MYOCARDIAL INFARCTION,"Kashima, Yuichiro1; Takeshige, Kanako2; Imamura, Hiroshi2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/275__hyaluronan_is_associated_with_reduced.242.aspx,"1Matsumoto, Nagano
2Shinshu University, Matsumoto, Japan"
276: ENDOTOXIN ACTIVITY ASSAY IN ADULT ECMO PATIENTS,"Brown, Matthew1; Munoz, Peter1; Hunting, John1; Sambuco, Bruno1; Farrar, Katherine1; Vucelik, Randall1; Yamane, David1; Rajamarthandan, Siva1; Pocock, Elizabeth1; Najam, Farzad1; Seneff, Michael1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/276__endotoxin_activity_assay_in_adult_ecmo.243.aspx,"1George Washington University Hospital, Washington, DC"
277: IMPACT OF PHARMACIST-DRIVEN ANTICOAGULATION REVERSAL PROGRAM AT A LARGE ACADEMIC MEDICAL CENTER,"Jain, Ruchi1; Procopio, Gabrielle2; Tompkins, Danielle2; Perez, Javier Martin2; Bicking, Keri2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/277__impact_of_pharmacist_driven_anticoagulation.244.aspx,"1Hackensack Meridian Health, Hackensack University Medical Center, Hackensack, NJ
2Hackensack University Medical Center, Hackensack, NJ"
278: EVALUATION OF METOPROLOL VERSUS DILTIAZEM FOR TREATMENT OF ATRIAL FIBRILLATION IN CRITICAL CARE UNIT,"Lopez, Brian1; Maloney, Robert2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/278__evaluation_of_metoprolol_versus_diltiazem_for.245.aspx,"1Lebanon, NH
2Dartmouth-Hitchcock Medical Center, Lebanon, NH"
279: RENAL DYSFUNCTION/FAILURE INCIDENCE IN PATIENTS ON CONTINUOUS FLOW LVAD SUPPORT: A META-ANALYSIS,"Agarwal, Nisha1; Haddock-de-Jesús, Rosa L1; Pfeiffer, Brent2; Nares, Michael3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/279__renal_dysfunction_failure_incidence_in.246.aspx,"1University of Miami, Miami, FL
2Holtz Children’s Hospital At Jackson Memorial, Miami, FL
3University of Miami Jackson Memorial Medical Center, Miami, FL"
280: HIGHER MORTALITY IN NEW-ONSET ATRIAL FIBRILLATION IN CANCER PATIENTS WITH SEPTIC SHOCK,"Cuenca, John1; Laserna, Andres1; Martin, Peyton1; Manjappachar, Nirmala1; O’Connell, Keara1; Fowler, Cosmo1; Heatter, Juliana1; Erfe, Rose1; Gutierrez, Cristina1; Cardenas, Yenny2; Price, Kristen1; Nates, Joseph1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/280__higher_mortality_in_new_onset_atrial.247.aspx,"1The University of Texas MD Anderson Cancer Center, Houston, TX
2Fundacion Santa Fe De Bogota, Bogota, Colombia"
281: ECPR: SHOULD I CANNULATE?,"Dollerschell, John1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/281__ecpr__should_i_cannulate_.248.aspx,"1University of Florida, Gainesville, FL"
282: A PROSPECTIVE COMPARISON OF CARDIAC INDEX DERIVED BY CAPSTESIA AND PICCO: THE CAPUCCINO I STUDY,"Adamsen, Ann-Kristin1; Heilmaier, Markus1; Busch, Daniel1; Schmid, Roland1; Huber, Wolfgang1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/282__a_prospective_comparison_of_cardiac_index.249.aspx,"1Klinikum rechts der Isar, Technical University of Munich, Munich, Germany"
283: VALIDATION OF PULSE PRESSURE VARIATION DERIVED BY CAPSTESIA AND PICCO: THE CAPUCCINO II STUDY,"Huber, Wolfgang1; Busch, Daniel1; Lahmer, Tobias1; Heilmaier, Markus1; Schmid, Roland1; Adamsen, Ann- Kristin1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/283__validation_of_pulse_pressure_variation.250.aspx,"1Klinikum rechts der Isar, Technical University of Munich, Munich (München), Germany"
284: COMPARISON OF BIVALIRUDIN VERSUS HEPARIN AS PRIMARY ANTICOAGULATION BRIDGING POST-LVAD IMPLANTATION,"Milenkovich, Hannah1; Peitz, Greg2; Pfeifer, Carolyn3; Olsen, Keith4; Klepser, Donald4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/284__comparison_of_bivalirudin_versus_heparin_as.251.aspx,"1N/A
2Nebraska Medicine, Omaha, NE
3Omaha, NE
4University of Nebraska Medical Center, Omaha, NE"
285: RELATIONSHIP BETWEEN PCO2 GAP AND COMPLICATIONS AFTER CARDIAC SURGERY,"Ueta, Hiroshi1; Mima, Hiroyuki2; Kawakami, Daisuke2; Ito, Jiro1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/285__relationship_between_pco2_gap_and.252.aspx,"1Kobe, Japan
2Kobe City Medical Center General Hospital, Kobe, Japan"
286: ASSESSMENT OF AN ULTRASOUND SCORING SYSTEM TO EVALUATE VOLUME STATUS IN THE INTENSIVE CARE UNIT,"Killu, Keith1; Thomas, Kyle2; Beer, Patrick1; Shelden, Ryan1; Coba, Victor1; Dereczyk, Darlene1; Blyden, Dionne1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/286__assessment_of_an_ultrasound_scoring_system_to.253.aspx,"1Henry Ford Hospital, Detroit, MI
2Henry Ford Hospital, Shelby Township, MI"
287: IMPACT OF SUBSTITUTING ENTERAL OPIOIDS IN CARDIAC SURGERY PATIENTS DURING A DRUG SHORTAGE,"Gregorowicz, Alex1; Knoebel, Randall1; Krusenoski, Sara2; O’Connor, Michael1; Bullard, Heather1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/287__impact_of_substituting_enteral_opioids_in.254.aspx,"1University of Chicago, Chicago, IL
2Ingalls Memorial Hospital, Harvey, IL"
288: EARLY IDENTIFICATION OF SEPSIS IN PATIENTS WITH LEFT VENTRICULAR ASSIST DEVICES,"Sharma, Avinash1; Chopra, Rajus2; Alnababteh, Muhtadi2; Huang, Sean3; Yohannes, Seife4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/288__early_identification_of_sepsis_in_patients.255.aspx,"1Washington, DC
2MedStar Washington Hospital Center, Washington, DC
3MedStar Georgetown University Hospital, Washington, DC
4Falls Church, VA"
289: USE OF FOUR-FACTOR PROTHROMBIN COMPLEX CONCENTRATE FOR COAGULOPATHIC BLEEDING DURING CARDIAC SURGERY,"Maynard, Kaylee1; Falvey, Jennifer1; Groth, Christine1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/289__use_of_four_factor_prothrombin_complex.256.aspx,"1Strong Memorial Hospital of the University of Rochester, Rochester, NY"
290: RIGHT VENTRICLE ECHOCARDIOGRAPHIC PARAMETERS FOR DAYS OF INTUBATION IN ACUTE PULMONARY EDEMA,"Ammar, Ali1; Chaudhry, Ali2; Waggoner, Garrett3; Nasser, Wael4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/290__right_ventricle_echocardiographic_parameters.257.aspx,"1Orlando, FL
2Orlando Health, Orlando, FL
3Orlando Health - Orlando Regional Medical Center, Orlando, FL
4Orlando Regional Medical Center, Orlando, FL"
291: TREATMENT FOR PULMONARY EMBOLISM IN A POPULATION WITH LOW-RISK SIMPLIFIED PULMONARY EMBOLISM,"Hamera, Joseph1; Talia, Nadine1; Sawyer, Kelly2; Berger, David3,,4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/291__treatment_for_pulmonary_embolism_in_a.258.aspx,"1William Beaumont Hospital Department of Emergency Medicine, Royal Oak, MI
2University of Pittsburgh Department of Emergency Medicine, Pittsburgh, PA
3William Beaumont Hospital, Royal Oak, MI
4Oakland University William Beaumont School of Medicine, Rochester, MI"
292: IMPACT OF TECHNICAL FEATURES OF IABP PLACEMENT ON DEVICE-RELATED MORBIDITY IN CARDIAC SURGERY,"Samalavicius, Robertas1; Puodziukaite, Lina2; Norkiene, Ieva2; Misiuriene, Irina1; Urbonas, Karolis1; Janusauskas, Vilius3; Serpytis, Pranas3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/292__impact_of_technical_features_of_iabp.259.aspx,"1II Department of Anesthesiology, Vilnius University Hospital Santaros Klinikos, Vilnius, Lithuania
2Clinic of Anesthesiology and Intensive Care, Vilnius University, Vilnius, Lithuania
3Clinic of Cardiac and Vascular Diseases, Vilnius University, Vilnius, Lithuania"
293: RESULTS OF LOOP DIURETICS ALONE AND IN COMBINATION WITH THIAZIDE DIURETICS AND ALBUMIN IN ADHF,"Marrese, Alexa1; DeLosSantos, Marci2; Tinsley, Justin3; Claudio, Alyssa4; Carloni, Rachael5
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/293__results_of_loop_diuretics_alone_and_in.260.aspx,"1Jacksonville, FL
2Shands Jacksonville, Jacksonville, FL
3Shands Jacksonville Medical Center, Jacksonville, FL
4UF Health Jacksonville, Jacksonville, FL
5UF Health Jacksonville, Jacksonville, FL"
294: IONIZED CALCIUM IN THE POST-CARDIAC SURGERY POPULATION,"Dong, Erik1; Krechmery, Karen1; Sukhla, Shahyaan1; Sharma, Stephanie1; Mongeon, Lisa1; Pile, Katya Eadington1; Truong, Rachel1; Granflor, Eliza1; Cruz, Anne Dela1; Webb, Alanah1; Giannini, Gabriel1; Sobhani, Kimia1; Kumaresan, Abirami1; Woodward, Elliot1; Shen, Tao1; Yaung, Jill1; Imai, Taryne1; Friedman, Oren1; Nurok, Michael1; Dhillon, Anahat1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/294__ionized_calcium_in_the_post_cardiac_surgery.261.aspx,"1Cedars Sinai Medical Center, Los Angeles, CA"
295: A RARE CASE OF STEMI SECONDARY TO GADOLINIUM CONTRAST AGENT,"Lodhi, Muhammad Uzair1; Sabzwari, Anam Ali1; Rehan, Mehboob2; Mahmood, Ahmed2; Khan, Muhammad Arslan2; Khan, Muhammad3; Blank, Douglas2; Rahim, Mustafa4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/295__a_rare_case_of_stemi_secondary_to_gadolinium.262.aspx,"1Raleigh General Hospital, West Virginia University, Beckley, WV
2Eastern Idaho Regional Medical Center, Idaho Falls, ID
3WellSpan Good Samaritan Hospital, Lebanon, PA
4West Virginia University School of Medicine, Morgantown, WV"
296: AIR HUNGER: COMPLICATION OF PERIPHERAL VENOUS CATHETER OR ENDOSCOPY?,"Nauriyal, Varidhi1; Uduman, Junior1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/296__air_hunger__complication_of_peripheral_venous.263.aspx,"1Henry Ford Hospital, Detroit, MI"
297: A CASE OF MISTAKEN IDENTITY: PERIPHERAL VA ECMO AND AN AORTIC PSEUDOLESION,"Bolton, Austin1; Brashear, Jeffrey2; Bacon, David3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/297__a_case_of_mistaken_identity__peripheral_va.264.aspx,"1Lexington, KY
2University of Kentucky, Lexington, KY
3University of Kentucky College of Medicine, Lexington, KY"
298: A PILOT STUDY OF AUTOMATED DATA QUERYING FOR PUBLIC HEALTH EMERGENCIES,Author Information,https://journals.lww.com/ccmjournal/citation/2020/01001/298__a_pilot_study_of_automated_data_querying_for.265.aspx,"1University of Southern California, Los Angeles, CA"
299: TELEMEDICINE AFFECTS DECISION-MAKING AND COGNITIVE WORKLOAD DURING A PROLONGED FIELD CARE SIMULATION,"Veazey, Sena1; Colombo, Christopher2; Barczak, Stacie2; Cohen, Katy3; Espinoza, Mark4; Kunze, Joanne2; Luellen, David5; Ross, Kevin2; Thomas, Drew2; Serio-Melvin, Maria6; Pamplin, Jeremy7
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/299__telemedicine_affects_decision_making_and.266.aspx,"1Fort Sam Houston, TX
2Madigan Army Medical Center, Joint Base Lewis-McChord, WA
3Madigan Army Medical Center, WA
4Army Institute of Surgical Research, San Antonio
5US Army Institute of Surgical Research, Ft. Sam Houston, TX
6US Army Institute of Surgical Research, Fort Sam Houston, TX
7Telemedicine and Advanced Technology Research Center, Ijamsville, MD"
"300: MILITARY TELE-CRITICAL CARE: INTRA-HOSPITAL, OPERATIONAL, AND MASS CASUALTY APPLICATIONS","Ieronimakis, Kristina1; Griffith, Mark2; Davis, Konrad2; Pamplin, Jeremy3; Colombo, Christopher4
Author Information","https://journals.lww.com/ccmjournal/citation/2020/01001/300__military_tele_critical_care__intra_hospital,.267.aspx","1Madigan Army Medical Center, Tacoma, WA
2Naval Medical Center San Diego, San Diego, CA
3Telemedicine and Advanced Technology Research Center, Ijamsville, MD
4Madigan Army Medical Center, Joint Base Lewis-McChord, WA"
301: THE INCIDENCE OF RESPIRATORY FAILURE AFTER HURRICANES IRMA AND MICHAEL,"Chauhan, Zeeshan1; Cabrera, Armando1; Asif, Huda2; Vazquez, Hector3; Hernandez, Felix4; Ferrer, Gustavo5
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/301__the_incidence_of_respiratory_failure_after.268.aspx,"1Aventura Hospital and Medical Center, Aventura, FL
2University of Miami, Miami, FL
3Aventura, FL
4N/A
5Miami, FL"
302: VIRTUAL HEALTH IN A GRADUATE MEDICAL EDUCATION PROLONGED FIELD CARE EXERCISE: A PILOT INTERVENTION,"Colombo, Christopher1; Grubish, Lindsay2; Phelps, Jillian2; Musfeldt, Deanna3; Haque, Mohamad4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/302__virtual_health_in_a_graduate_medical.269.aspx,"1Madigan Army Medical Center, Joint Base Lewis-McChord, WA
2Madigan Army Medical Center, JBLM
3Madigan Army Medical Center, Tacoma, WA
4Madigan Army Medical Center, Fort Lewis, WA"
"303: NATIONAL, REAL-TIME MONITORING OF HOSPITAL RESPONSE DURING THE 2018-2019 INFLUENZA SEASON","Lane, Christianne1; Maves, Ryan2; Badke, Colleen3; Weiner, Debra4; Uyeki, Timothy5; Perren Cobb, J6
Author Information","https://journals.lww.com/ccmjournal/citation/2020/01001/303__national,_real_time_monitoring_of_hospital.270.aspx","1N/A
2Naval Medical Center, Chula Vista, CA
3Chicago, IL
4Boston, MA
5Centers for Disease Control, Atlanta, GA
6Keck Medical Center of USC, Los Angeles, CA
7Los Angeles, CA"
304: MITOCHONDRIAL-TARGETED BIOFUELS AS COUNTERMEASURES AGAINST CHEMICAL THREATS,"Piel, Sarah1; Janowska, Joanna1; Kim, Claire1; Saliba, Nahima1; Berg, Katherine1; Jang, David2; Ehinger, Johannes1; Karlsson, Michael1; Kilbaugh, Todd1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/304__mitochondrial_targeted_biofuels_as.271.aspx,"1The Children’s Hospital of Philadelphia, Philadelphia, PA
2University of Pennsylvania, Philadelphia, PA"
305: A MULTIMODEL SCREENING PLATFORM FOR DEVELOPMENT OF COUNTERMEASURES AGAINST CHEMICAL THREATS,"Janowska, Joanna1; Piel, Sarah1; Kim, Claire1; Saliba, Nahima1; Berg, Katherine1; Jang, David2; Ehinger, Johannes1; Karlsson, Michael1; Kilbaugh, Todd1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/305__a_multimodel_screening_platform_for.272.aspx,"1The Children’s Hospital of Philadelphia, Philadelphia, PA
2University of Pennsylvania, Philadelphia, PA"
306: MECHANICAL VENTILATION IN CATASTROPHES: IS AMBIENT AIR SUFFICIENT? A STUDY OF AN ARDS PIG MODEL,"Katalan, Shahaf1; Goldvasser, Michael1; Yacov, Guy1; Rosner, Amir1; Wenger, Ada1; Bachar, Keren2; Halpern, Pinchas3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/306__mechanical_ventilation_in_catastrophes__is.273.aspx,"1IIBR, Ness Ziona, Israel
2Sheba Medical Center, Ramat Gan, Israel
3Tel-Aviv Medical Center, Tel Aviv, Israel"
307: LEVETIRACETAM-INDUCED HYPOGLYCEMIA,"Mirabile, Vincent1; Malik, Ammar1; Simone, Christopher1; Khanam, Aliza1; Vakil, Jash1; Valentino, Dominic1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/307__levetiracetam_induced_hypoglycemia.274.aspx,"1Mercy Catholic Medical Center, Darby, PA"
308: RAPID CORRECTION OF INSULIN RESISTANCE FOLLOWING ADMINISTRATION OF INTRAVENOUS CHROMIUM,"Keaton, Brian1; Altshuler, Jerry2; Hosseinian, Leila1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/308__rapid_correction_of_insulin_resistance.275.aspx,"1Mount Sinai Hospital, New York, NY
2Mount Sinai Beth Israel, New York, NY"
309: MYXEDEMA PSEUDOVOLVULUS: A RARE CASE OF ACUTE COLONIC PSEUDO- OBSTRUCTION DUE TO HYPOTHYROIDISM,"Kaur, Navneet1; Hutton, Anneka1; Lanza, Melaine2; Neupane, Aashish3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/309__myxedema_pseudovolvulus__a_rare_case_of_acute.276.aspx,"1Florida Atlantic University Charles E. Schmidt College of Medicine, Boca Raton, FL
2Cleveland Clinic Florida, Weston, FL
3Florida Atlantic University Charles E. Schmidt College of Medicine, Boca Raton Regional Hospital, Boca Raton, FL"
310: TRANSITION FROM INTRAVENOUS TO SUBCUTANEOUS INSULIN IN CRITICALLY ILL ADULTS,"Alshaya, Abdulrahman1; Szumita, Paul1; DeGrado, Jeremy1; Lupi, Kenneth1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/310__transition_from_intravenous_to_subcutaneous.277.aspx,"1Brigham and Women’s Hospital, Boston, MA"
311: INTERVENTIONS FOR HYPERGLYCEMIA IN THE MEDICAL AND SURGICAL INTENSIVE CARE UNIT,"Vizzi, Caroline1; Harris, Kimberley2; Mohrien, Kerry2; Lucero, Ryan2; King, Nakesha2; Pathak, Abhijit3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/311__interventions_for_hyperglycemia_in_the.278.aspx,"1The Ohio State University Wexner Medical Center, Columbus, OH
2Temple University Hospital, Philadelphia, PA
3Lewis Katz School of Medicine at Temple University, Philadelphia, PA"
312: HYDROCORTISONE THERAPY IN CIRRHOSIS PATIENTS WITH ADRENAL INSUFFICIENCY AND VASOPRESSOR DEPENDENCY,"Vu, Trenton1; Laine, Gregory1; Vallabh, Meghna1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/312__hydrocortisone_therapy_in_cirrhosis_patients.279.aspx,"1Baylor St. Luke’s Medical Center, Houston, TX"
313: PROTOCOLIZED “TWO-BAG” MANAGEMENT OF DIABETIC KETOACIDOSIS IS SUPERIOR TO NONPROTOCOLIZED MANAGEMENT,"Huggins, Franklin1; Naqvi, Fatima2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/313__protocolized__two_bag__management_of_diabetic.280.aspx,"1West Virginia University School of Pharmacy, Charleston, WV
2University of Wisconsin, Madison, WI"
