Article Title,Authors,Article URL,Author Information
49: ARE RACIAL/ETHNIC MINORITIES OVER- OR UNDERREPRESENTED IN RESEARCH ENROLLING SERIOUSLY ILL CHILDREN?,"Paquette, Erin1; Alpern, Elizabeth1; Balmert, Lauren2; Shah, Seema1; Frader, Joel1; Ross, Lainie3; Michelson, Kelly1; Davis, Matthew1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/49__are_racial_ethnic_minorities_over__or.52.aspx,"1Ann and Robert H. Lurie Children’s Hospital of Chicago, Chicago, IL
2Northwestern University, Chicago, IL
3University of Chicago, Chicago, IL"
50: HEART RATE VARIABILITY DYSFUNCTION IS ASSOCIATED WITH OUTCOMES IN CRITICALLY ILL CHILDREN,"Badke, Colleen1; Marsillio, Lauren2; Carroll, Michael1; Weese-Mayer, Debra1; Sanchez- Pinto, L. Nelson2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/50__heart_rate_variability_dysfunction_is.53.aspx,"1Ann & Robert H. Lurie Children’s Hospital of Chicago, Chicago, IL
2Chicago, IL"
51: INCREASED RISK OF MENTAL DISORDERS ASSOCIATED WITH CHILDHOOD INVASIVE MECHANICAL VENTILATION,"Geneslaw, Andrew1; Lu, Yewei1; Hua, May1; Miles, Caleb2; Edwards, Jeffrey1; Ing, Caleb1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/51__increased_risk_of_mental_disorders_associated.54.aspx,"1Columbia University Medical Center, New York, NY
2Columbia University Mailman School of Public Health, New York, NY"
"52: ANALYSIS OF 207,543 CHILDREN WITH ACUTE OPIOID INGESTIONS FROM THE NATIONAL POISON DATA SYSTEM","Land, Megan1; Wetzel, Martha1; Geller, Robert1,,2,,3; Kamat, Pradip1,,4; Grunwell, Jocelyn1,,4
Author Information","https://journals.lww.com/ccmjournal/citation/2020/01001/52__analysis_of_207,543_children_with_acute_opioid.55.aspx","1Emory University, Atlanta, GA
2Georgia Poison Center, Atlanta, GA
3Grady Health System, Atlanta, GA
4Children’s Healthcare of Atlanta at Egleston, Atlanta, GA"
53: COMPONENTS OF HEALTH-RELATED QUALITY OF LIFE MOST AFFECTED FOLLOWING PEDIATRIC CRITICAL ILLNESS,"Killien, Elizabeth1,,2; Watson, R1; Rivara, Frederick2; Vavilala, Monica3; Weiss, Noel4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/53__components_of_health_related_quality_of_life.56.aspx,"1Seattle Children’s Hospital, Seattle, WA
2Harborview Injury Prevention and Research Center, Seattle, WA
3Harborview Medical Center, Seattle, WA
4University of Washington, Seattle, WA"
54: ASSOCIATION OF CUMULATIVE HALOPERIDOL DOSE WITH 28- AND 90-DAY MORTALITY IN CRITICALLY ILL ADULTS,"Duprey, Matthew1; van den Boogaard, Mark2; Van Der Hoeven, Johannes3; Pickkers, Peter4; Briesacher, Becky1; Saczynski, Jane1; Griffith, John1; Devlin, John1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/54__association_of_cumulative_haloperidol_dose.57.aspx,"1Northeastern University, Boston, MA
2UMC St Radboud, Nijmegen, Netherlands
3Radboud University Medical Centre, Nijmegen, Netherlands
4University Medical Center St. Radboud, Nijmegen, Netherlands"
55: FACTORS ASSOCIATED WITH HOME HEALTH REHABILITATION UTILIZATION AMONG OLDER ICU SURVIVORS,"Falvey, Jason1; Murphy, Terrence2; Gill, Thomas2; Stevens-Lapsley, Jennifer3; Ferrante, Lauren4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/55__factors_associated_with_home_health.58.aspx,"1Yale University, New Haven, CT
2Yale School of Medicine, New Haven, CT
3University of Colorado, Anschutz Medical Campus, Aurora, CO
4Yale University School of Medicine, New Haven, CT"
"56: EPIDEMIOLOGY, OUTCOMES, AND TRENDS OF SEPSIS IN PATIENTS WITH OPIOID USE DISORDERS IN U.S. HOSPITALS","Alrawashdeh, Mohammad1; Klompas, Michael2,,1; Kimmel, Simeon3; Larochelle, Marc3; Septimus, Edward4,,1; Kadri, Sameer5; Poland, Russell6; Sands, Kenneth6,,1; Rhee, Chanu2,,1
Author Information","https://journals.lww.com/ccmjournal/citation/2020/01001/56__epidemiology,_outcomes,_and_trends_of_sepsis.59.aspx","1Department of Population Medicine, Harvard Medical School & Harvard Pilgrim Health Care Institute, Boston, MA
2Brigham and Women’s Hospital, Boston, MA
3Department of Medicine, Boston University School of Medicine, Boston, MA
4Texas A&M Department of Internal Medicine, Houston, TX
5National Institutes of Health, Bethesda, MD
6Clinical Services Group, HCA Healthcare, Nashville, TN"
57: DIFFERENCES IN ADVANCE PRACTICE PROVIDER RESIDENCY LENGTH: 12- MONTH VERSUS 6-MONTH TRAINING,"Abide, Aimee1; Carpenter, David2; Xu, Kejun3; Gregg, Sara4; Byrd, Cindy5; Stein, Deborah6; Meissen, Heather7
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/57__differences_in_advance_practice_provider.60.aspx,"1Emory University Hospital Midtown, Atlanta, GA
2Emory University Hospital, Atlanta, GA
3Emory Midtown, Atlanta, GA
4Emory University, Atlanta, GA
5The Ohio State University Wexner Medical Center, Columbus, OH
6Memorial Sloan Kettering Cancer Center, New York, NY
7Emory Healthcare, Atlanta, GA"
58: PREVALENCE OF VIOLENCE EXPERIENCED BY ICU PROVIDERS: A NATIONAL SURVEY,"Schiltz, Brenda1; Gleich, Stephen1; Ouellette, Yves1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/58__prevalence_of_violence_experienced_by_icu.61.aspx,"1Mayo Clinic, Rochester, MN"
59: UNACCEPTABLE PSEUDOHYPERKALEMIA DUE TO SAMPLE HEMOLYSIS IN EMERGENCY MEDICINE POINT-OF-CARE TESTING,"Kazmierczak, Steven1; Wheatley, Elizabeth2; O’Hara, Matthew2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/59__unacceptable_pseudohyperkalemia_due_to_sample.62.aspx,"1Oregon Health & Science University, Portland, OR
2Boston Strategic Partners, Boston, MA"
60: REEXPLORING GOALS OF CARE IN PATIENTS SURVIVING CRITICAL ILLNESS,"Eaton, Tammy1; Castiglia, Robert2; Qureshi, Abdullah2; Lewis, Anna1; Butcher, Brad2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/60__reexploring_goals_of_care_in_patients.63.aspx,"1University of Pittsburgh Medical Center Mercy, Pittsburgh, PA
2University of Pittsburgh Medical Center, Pittsburgh, PA"
61: PREDICTION OF PEDIATRIC CRITICAL CARE RESOURCE UTILIZATION FOR DISASTER TRIAGE,"Killien, Elizabeth1; Mills, Brianna2; Errett, Nicole3; Sakata, Vicki4; Rivara, Frederick3; Vavilala, Monica5; King, Mary6
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/61__prediction_of_pediatric_critical_care_resource.64.aspx,"1Seattle Children’s Hospital, Seattle, WA
2Harborview Injury Prevention Research Center, Seattle, WA
3University of Washington, Seattle, WA
4Northwest Healthcare Response Network, Seattle, WA
5Harborview Medical Center, Seattle, WA
6UW Medicine Harborview Medical Center, Seattle, WA"
62: IMPACT OF GENDER AND ETHNICITY ON OUTCOMES IN PATIENTS WITH SEPSIS AND AKI,"Rachoin, Jean-Sebastien1; Cerceo, Elizabeth2; Gaughan, John3; Varner, Matthew4; Vrancik, Alexandra5; Weisberg, Lawrence3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/62__impact_of_gender_and_ethnicity_on_outcomes_in.65.aspx,"1University Hospital, Camden, NJ
2Cooper University Health Care, Camden, NJ
3Cooper Medical School of Rowan University, Camden, NJ
4Camden, NJ
5Cooper Hospital University Medical Center, Camden, NJ"
63: SAFETY OF SALINE VERSUS LACTATED RINGER SOLUTION IN HEMORRHAGIC SHOCK FROM TRAUMA: PROPPR TRIAL,"Daley, Mitchell1; Cardenas, Tatiana2; Hill, Charles3; Brown, Carlos4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/63__safety_of_saline_versus_lactated_ringer.66.aspx,"1Seton Family Healthcare, University of Texas, Austin, TX
2University of Texas-Health Science Center at San Antonio, San Antonio, TX
3Dell Medical School at The University of Texas, Austin, TX
4University Medical Center Brackenridge, Austin, TX"
64: FACTORS PREDICTING KIDNEY TRANSPLANT RECIPIENT ADMISSION TO THE ICU: A 10-YEAR SINGLE-CENTER STUDY,"Abrol, Nitin1; Smith, Byron2; Kashyap, Rahul3; Iyer, Vivek2; Taner, Timucin2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/64__factors_predicting_kidney_transplant_recipient.67.aspx,"1Rochester, MN
2Mayo Clinic, Rochester, MN
3Mayo Foundation, Rochester, MN"
100: INCIDENCE AND OUTCOMES OF METHEMOGLOBINEMIA IN CHILDREN TREATED WITH INHALED NITRIC OXIDE,"Vijayakumar, Niranjan1; Badheka, Aditya1; Ramesh, Sonali1; Karhade, Deepti Shroff2; Chegondi, Madhuradhar1; Auslender, Marcelo1; Allareddy, Veerasathpurush3; Allareddy, Veerajalandhar4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/100__incidence_and_outcomes_of_methemoglobinemia.68.aspx,"1University of Iowa Stead Family Children’s Hospital, Iowa City, IA
2University of North Carolina at Chapel Hill, Chapel Hill, NC
3University of Illinois at Chicago, Chicago, IL
4Duke University Medical Center, Durham, NC"
101: OPO/HOSPITAL LEADERSHIP DYAD IS ASSOCIATED WITH IMPROVED ORGAN DONOR METRICS,"Savel, Richard1; Kruglyak, Jessica2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/101__opo_hospital_leadership_dyad_is_associated.69.aspx,"1Maimonides Medical Center, New York, NY
2LiveOnNY, New York, NY"
102: EXPLORING COSTS OF TELE-INTENSIVIST DELIVERY MODELS WITH AND WITHOUT 24/7 BEDSIDE INTENSIVISTS,"Armaignac, Donna1; Rojas, Lourdes2; Valle, Carlos3; Bhatt, Chintan2; Williams, Lisa-Mae2; DuBouchet, Eduardo Martinez3; Parris, Don2; Gidel, Louis3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/102__exploring_costs_of_tele_intensivist_delivery.70.aspx,"1Baptist Health South Florida, Fort Lauderdale, FL
2Baptist Health South Florida, Coral Gables, FL
3Baptist Health South Florida, Miami, FL"
103: ISOPROTERENOL USE IN THE ADULT POPULATION OF A TERTIARY MEDICAL CENTER,"Harris, Emily1; Hodgman, Tudy1; Sandi, Jennifer1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/103__isoproterenol_use_in_the_adult_population_of.71.aspx,"1TriStar Centennial Medical Center, Nashville, TN"
104: UNCOVERING DYNAMIC STATES AND PATIENT EVOLUTION IN THE ICU TO PREDICT ICU READMISSION,"Dieffenderfer, Brian1; Zwir, Igor2; Arnedo, Javier3; Wang, Jiayu4; Boyle, Walter5; White, Jason6; Reda, Patricia6; Konzen, Lisa1; Kerby, Paul4; Despotovic, Vladimir2; Palmer, Christopher2; Buckman, Sara4; Meyer, Shelley1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/104__uncovering_dynamic_states_and_patient.72.aspx,"1Barnes-Jewish Hospital - Washington University School of Medicine, Saint Louis, MO
2Washington University School of Medicine, St. Louis, MO
3University of Granada, Granada, Spain
4Washington University School of Medicine in St. Louis, Saint Louis, MO
5Department of Anesthesiology Washington University School of Medicine, Saint Louis, MO
6Barnes Jewish Hospital, St. Louis, MO"
105: HEALTHCARE USE BEFORE AND AFTER CRITICAL CARE: A POPULATION-BASED DATA LINKAGE STUDY,"Szakmany, Tamas1; Sallakh, Mohammad Al2; Akbari, Ashley3; Pugh, Richard4; Lyons, Ronan5
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/105__healthcare_use_before_and_after_critical.73.aspx,"1Royal Gwent Hospital, Newport
2Swansea University Medical School, Swansea, United Kingdom
3Health Data Research UK, Swansea University Medical School, Swansea, United Kingdom
4Glan Clwyd Hospital, Denbighshire, United Kingdom
5College of Medicine, Swansea University, Swansea, United Kingdom"
106: PRE-RESIDENCY FELLOWSHIP IN SURGICAL AND NEUROSCIENCE CRITICAL CARE: 13-YEAR SUMMARY REPORT,"Mason, Mindy1; Marinaro, Jonathan1; Noland, Thomas1; Salvo-Wendt, Susy1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/106__pre_residency_fellowship_in_surgical_and.74.aspx,"1University of New Mexico, Albuquerque, NM"
107: WELLNESS ROUNDS IN OUR ICUS: A PILOT QUALITY IMPROVEMENT PROJECT TO IMPROVE NURSE WELL-BEING,"Savel, Richard1; Masciotta, Jennifer2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/107__wellness_rounds_in_our_icus__a_pilot_quality.75.aspx,"1Maimonides Medical Center, New York, NY
2Maimonides Medical Center, Brooklyn, NY"
108: IMPACT OF EVIDENCE-BASED CRITERIA FOR USE ON ALBUMIN UTILIZATION AT A LARGE HEALTHCARE SYSTEM,"Lynch, Patricia Louzon1; Ochogbu, Otsanya1; Suh, Barbara2; Morini, Brian2; Dubovetsky, Dennis1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/108__impact_of_evidence_based_criteria_for_use_on.76.aspx,"1AdventHealth Orlando, Orlando, FL
2AdventHealth Winter Park, Orlando, FL"
109: DESIGN AND IMPLEMENTATION OF PROCEDURAL COMPETENCIES FOR ADVANCED PRACTICE PROVIDERS IN THE ICU,"Bakshi, Vishal1; Gregg, Sara2; Moll, Vanessa3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/109__design_and_implementation_of_procedural.77.aspx,"1Emory Healthcare Crawford Long Hospital, Atlanta, GA
2Emory University, Atlanta, GA
3Atlanta, GA"
110: COMPARISON OF ICU PRODUCTIVITY OF ADVANCED PRACTICE PROVIDERS ON DAY AND NIGHT SHIFTS,"Xu, Kejun1; Gregg, Sara2; Carpenter, David3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/110__comparison_of_icu_productivity_of_advanced.78.aspx,"1Emory Midtown, Atlanta, GA
2Emory University, Atlanta, GA
3Emory University Hospital, Atlanta, GA"
111: MEASURING ADVANCED PRACTICE PROVIDER CRITICAL CARE KNOWLEDGE AND CONFIDENCE: OJT VERSUS RESIDENCY,"Carpenter, David1; Abide, Aimee2; Meissen, Heather3; Xu, Kejun4; Byrd, Cindy5; Stein, Deborah6; Gregg, Sara7
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/111__measuring_advanced_practice_provider_critical.79.aspx,"1Emory University Hospital, Atlanta, GA
2Emory University Hospital Midtown, Atlanta, GA
3Emory Healthcare, Atlanta, GA
4Emory Midtown, Atlanta, GA
5The Ohio State University Wexner Medical Center, Columbus, OH
6Memorial Sloan Kettering Cancer Center, New York, NY
7Emory University, Atlanta, GA"
112: BURNOUT AMONG NEUROCRITICAL CARE PRACTITIONERS,"Adibnia, Yasaman1; Lee, Lucia2; LaRoche, Deborah Green1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/112__burnout_among_neurocritical_care.80.aspx,"1Tufts Medical Center, Department of Neurology, Boston, MA
2New York Presbyterian-Weill Cornell Medical Center, Department of Anesthesiology, New York, NY"
113: MODEL TO IMPROVE REVENUE GENERATED BY CRITICAL CARE ADVANCED PRACTICE PROVIDERS,"Peacock, Sarah1; Grek, Ami2; Richie, Eugene1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/113__model_to_improve_revenue_generated_by.81.aspx,"1Mayo Clinic, Jacksonville, FL
2Mayo Clinic, Jacksonville Beach, FL"
114: MATHEMATICAL MODELING OF CRITICAL CARE FLOW: HOW CAN WE BEST COPE WITH INCREASING DEMAND?,"Williams, Elizabeth1; Spearnes, Izabella2; Muthuswamy, Babu2; Holborn, Penny1; Szakmany, Tamas3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/114__mathematical_modeling_of_critical_care_flow_.82.aspx,"1University of South Wales, Treforest, United Kingdom
2Aneurin Bevan UHB, Newport, United Kingdom
3Royal Gwent Hospital, Newport, United Kingdom"
115: TRANSITION FROM HOSPITALIST-MANAGED TO INTENSIVIST-MANAGED COMMUNITY ICU,"Carpenter, David1; Xu, Kejun2; Busse, Laurence3; Holden, Tina4; Gregg, Sara5
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/115__transition_from_hospitalist_managed_to.83.aspx,"1Emory University Hospital, Atlanta, GA
2Emory Midtown, Atlanta, GA
3Emory Johns Creek Hospital, Johns Creek, GA
4Emory University Hospital Midtown, Atlanta, GA
5Emory University, Atlanta, GA"
116: TRANSITIONING FROM TRADITIONAL TO PREDICTIVE ALERTING: IMPLEMENTATION STRATEGIES,"White, Jason1; Dieffenderfer, Brian2; Despotovic, Vladimir3; Konzen, Lisa2; Meyer, Shelley2; Palmer, Christopher3; Kerby, Paul4; Buckman, Sara3; Badawi, Omar5; Liu, Xinggang5; Amelung, Pam5; Goliash, Irene6; French, Robin5; Boyle, Walter7
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/116__transitioning_from_traditional_to_predictive.84.aspx,"1Barnes Jewish Hospital, St. Louis, MO
2Barnes-Jewish Hospital - Washington University School of Medicine, Saint Louis, MO
3Washington University School of Medicine, Saint Louis, MO
4Washington University in Saint Louis School of Medicine, Saint Louis, MO
5Philips Healthcare, Baltimore, MD
6VA
7Department of Anesthesiology Washington University School of Medicine, Saint Louis, MO"
117: IMPLEMENTATION OF COST-EFFECTIVE THERAPY ALTERNATIVES: INFORMATICS ALERTS ACROSS A HEALTHCARE SYSTEM,"Rutkowski, Julia Logan1; Rafferty, Kelly1; Herrera, Victor2; Lynch, Patricia Louzon1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/117__implementation_of_cost_effective_therapy.85.aspx,"1Orlando, FL
2AdventHealth Orlando, Orlando, FL"
118: RESOURCE UTILIZATION IN THE ICU IN CRITICALLY ILL PATIENTS FOLLOWING CAR T CELL THERAPY,"Brown, Anne Rain1; Jindani, Irfan2; Melancon, Judd3; Erfe, Rose3; Feng, Lei3; Gutierrez, Cristina2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/118__resource_utilization_in_the_icu_in_critically.86.aspx,"1University of Texas MD Anderson Center, Houston, TX
2Houston, TX
3UT MD Anderson Cancer Center, Houston, TX"
119: IMPACT OF INJECTABLE OPIOID RESTRICTIONS ON OPIOID CONSUMPTION DURING A CRITICAL DRUG SHORTAGE,"Lemon, Stephen1; Brokenshire, Samantha2; Staley, Benjamin1; Voils, Alissa1; Hincapie- Castillo, Juan3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/119__impact_of_injectable_opioid_restrictions_on.87.aspx,"1UF Health Shands, Gainesville, FL
2Vanderbilt University, Nashville, TN
3University of Florida, Gainesville, FL"
120: FINANCIAL CONSIDERATIONS FOR ANDEXANET ALFA USE AT A COMMUNITY HOSPITAL,"Moussavi, Kayvan1; Dau, Nhu Quyen2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/120__financial_considerations_for_andexanet_alfa.88.aspx,"1Marshall B. Ketchum University, Tustin, CA
2Marshall B. Ketchum University, Fullerton, CA"
121: IMPACT OF PSYCHIATRY CONSULTATION ON LENGTH OF STAY IN THE TRAUMATICALLY INJURED PATIENT,"Mansuri, Oveys1; Mansuri, Kathryn1; Bourdow, Kelly2; Kanicki-Newsham, Jamie2; Perdue, Erin2; Gonzalez, Cindy3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/121__impact_of_psychiatry_consultation_on_length.89.aspx,"1Central Michigan University, Saginaw, MI
2Ascension, Saginaw, MI
3Brigham and Women’s Hospital, Boston, MA"
122: OPTIMAL UTILIZATION OF ICU BED CAPACITY ACROSS A HEALTH SYSTEM,"Reddy, Anita1; Simon, James2; Waters, Thomas2; Meldon, Stephen2; Lofaso, Joelle2; Wyllie, Robert2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/122__optimal_utilization_of_icu_bed_capacity.90.aspx,"1Cleveland Clinic Foundation, Cleveland, OH
2Cleveland Clinic, Cleveland, OH"
123: OVERNIGHT IN-HOUSE PHYSICIAN STAFFING: A CROSS-SECTIONAL SURVEY OF CANADIAN ICUS,"Maratta, Christina1; Hutchison, Kristen2; Moore, Gregory3; Bagshaw, Sean4; Granton, John5; Kirpalani, Haresh6; Stelfox, Henry7; Ferguson, Niall8; Cook, Deborah9; Parshuram, Christopher1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/123__overnight_in_house_physician_staffing__a.91.aspx,"1Hospital for Sick Children, Toronto, Ontario
2University of Toronto, Toronto, Canada
3University of Ottawa, Ottawa, Canada
4University of Alberta, Edmonton, AB
5Toronto General Hospital, Toronto, ON
6University of Pennsylvania, Philadelphia
7University of Calgary, Calgary, AB, Canada
8Toronto, ON
9McMaster University, Hamilton, ON"
124: AROUND-THE-CLOCK CLINICAL PHARMACY SPECIALIST SERVICES IN THE INTENSIVE CARE UNIT,"Westmoreland, Kearsten1; Franck, Andrew1; Telford, Evan1; Maltese, Nicole1; Hendrickson, Andy1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/124__around_the_clock_clinical_pharmacy_specialist.92.aspx,"1North Florida/South Georgia Veteran’s Health System, Gainesville, FL"
125: DEVELOPMENT OF CRITICAL CARE DATAMART FOR EFFECTIVENESS RESEARCH AND POPULATION HEALTH TRENDS,"Valle, Carlos1; Rojas, Lourdes2; Bhatt, Chintan2; DuBouchet, Eduardo Martinez1; Williams, Lisa-Mae2; Parris, Don2; Gidel, Louis1; Armaignac, Donna3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/125__development_of_critical_care_datamart_for.93.aspx,"1Baptist Health South Florida, Miami, FL
2Baptist Health South Florida, Coral Gables, FL
3Baptist Health South Florida, Fort Lauderdale, FL"
126: GOING UP! IMPROVING EMERGENCY DEPARTMENT TO INTENSIVE CARE NURSING AND PHYSICIAN TRANSFER OF CARE,"Manasco, Anton1; Sona, Carrie2; Creel-Bulos, Christina3; Pfeifer, Ethan4; Abraham, Joanna4; Peterson, Charlie2; Wessman, Brian4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/126__going_up__improving_emergency_department_to.94.aspx,"1WakeMed Hospital, Raleigh, NC
2Barnes Jewish Hospital, Saint Louis, MO
3Emory School of Medicine, Atlanta, GA
4Washington University in St. Louis School of Medicine, St. Louis, MO"
127: UNPLANNED ICU READMISSION IS RELATED TO HIGHER MEDICAL CARE COSTS AND POORER PROGNOSIS,"Lee, Won-Yeon1; Yi, Yun Kyeong2; Kim, Sang-Ha1; Lee, Seok Jeong1; Shin, Beomsu3; Lee, Ji-Ho1; Kim, Saebyol1; Yong, Suk-Joong1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/127__unplanned_icu_readmission_is_related_to.95.aspx,"1Yonsei University Wonju College of Medicine, Wonju, South Korea
2The Graduate School of Yonsei University, Wonju, South Korea
3Yonsei University Wonju College of Medicine, Seoul, South Korea"
128: IMPACT OF EMR OPEN CHART LIMITATION ON PATIENT SELECTION ORDER ENTRY ERRORS IN A NOCTURNAL TELE-ICU,"Canfield, Christina1; Udeh, Chiedozie2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/128__impact_of_emr_open_chart_limitation_on.96.aspx,"1Middlefield, OH
2Pepper Pike, OH"
129: DEVELOPMENT OF AN ALERT TOOL TO IDENTIFY PATIENTS AT RISK OF RECEIVING DO-NOT-CRUSH MEDICATIONS,"Bass, Stephanie1; Willner, Marc1; Hansen, Amanda1; Reddy, Anita2; Davis, Ramona2; Ahrens, Christine2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/129__development_of_an_alert_tool_to_identify.97.aspx,"1Cleveland Clinic, Cleveland, OH
2Cleveland Clinic Foundation, Cleveland, OH"
130: USE OF INTRAVENOUS IRON IN PATIENTS ADMITTED WITH HEART FAILURE,"Hoffman, Brian1; Barcelona, Robert1; Bush, Weston1; Ginwalla, Mahazarin1; Makii, Jason1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/130__use_of_intravenous_iron_in_patients_admitted.98.aspx,"1University Hospitals Cleveland Medical Center, Cleveland, OH"
131: PLATELET FUNCTION P2Y12 TESTING USE IN ASSESSING THE RISK FOR HEMORRHAGE IN PATIENTS ON CLOPIDOGREL,"Taylor, Olivia1; Wang, Shan2; Liu, Kui3; Daggubati, Ramesh3; Akerman, Meredith3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/131__platelet_function_p2y12_testing_use_in.99.aspx,"1Hempstead, NY
2Mineola, NY
3NYU Winthrop Hospital, Mineola, NY"
132: EFFICACY OF DOACS FOR VTE TREATMENT IN COMPARISON TO WARFARIN IN MORBIDLY OBESE PATIENTS,"Kalani, Charlene1; Awudi, Elizabeth2; Alexander, Thomas3; Udeani, George2; Surani, Salim2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/132__efficacy_of_doacs_for_vte_treatment_in.100.aspx,"1Corpus Christi Medical Center, Corpus Christi, TX
2Corpus Christi, TX
3University of North Carolina At Chapel Hill, Chapel Hill, NC"
133: INHALED NITRIC OXIDE AS ADJUVANT FOR MASSIVE PULMONARY EMBOLISM IN RECENT INTRACRANIAL HEMORRHAGE,"Mittal, Abhinav1; Al-Jaroushi, Hatim1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/133__inhaled_nitric_oxide_as_adjuvant_for_massive.101.aspx,"1West Virginia University, Morgantown, WV"
134: ATYPICAL TAKOTSUBO CARDIOMYOPATHY SECONDARY TO ACUTE CHEST SYNDROME,"Hutton, Anneka1; Kaur, Navneet1; Kelly, Jared1; Levine, Eli1,,2; Neupane, Aashish3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/134__atypical_takotsubo_cardiomyopathy_secondary.102.aspx,"1Florida Atlantic University, Charles E. Schmidt College of Medicine, Boca Raton, FL
2Boca Raton Regional Hospital, Boca Raton, FL
3Florida Atlantic University, Charles E. Schmidt College of Medicine, Boca Raton Regional Hospital, Boca Raton, FL"
135: SEVERE REFRACTORY POSTOPERATIVE HYPOTENSION: A CASE OF LEUKEMOID REACTION AFTER CARDIAC SURGERY,"Santos, Christan1; Lykins, Amy2; Dye, Kenneth2; Landolfo, Kevin2; Divertie, Gavin2; Moss, John2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/135__severe_refractory_postoperative_hypotension_.103.aspx,"1Mayo Clinic Hospital in Florida, Jacksonville, FL
2Mayo Clinic, Jacksonville, FL"
136: A CASE OF CYTOKINE RELEASE SYNDROME AFTER RITUXIMAB INFUSION RESULTING IN TAKOTSUBO CARDIOMYOPATHY,"Thind, Guramrinder1; Soliman, Mona1; Noh, Sungryong1; Khan, Rizwan2; Krishnan, Sudhir1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/136__a_case_of_cytokine_release_syndrome_after.104.aspx,"1Cleveland Clinic, Cleveland, OH
2Cleveland Clinic Foundation, Cleveland, OH"
137: RECURRENT SUPERIOR VENA CAVA SYNDROME,"Mehta, Akshat1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/137__recurrent_superior_vena_cava_syndrome.105.aspx,"1Augusta University, Augusta, GA"
138: NEW-ONSET HEART FAILURE IN AN ELDERLY PATIENT FROM LEFT VENTRICULAR NONCOMPACTION CARDIOMYOPATHY,"Hayden, Jacob1; Karle, Ethan1; Patel, Tarang1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/138__new_onset_heart_failure_in_an_elderly_patient.106.aspx,"1University of Missouri-Columbia Hospitals and Clinics, Columbia, MO"
